index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
110,113.0 to 113.75,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 1]",4,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
111,114.0 to 114.5,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",3,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
112,115.0 to 115.5,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
113,116.0 to 116.5,"[0, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
114,117.0 to 117.5,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",5,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
115,118.0 to 118.5,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
116,119.0 to 119.5,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1]",0,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
117,120.0 to 120.75,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
118,121.0 to 121.75,"[0, 1, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
119,122.0 to 122.875,"[2, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",4,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
120,123.0 to 123.75,"[0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 2]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
121,124.0 to 124.75,"[0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
122,125.0 to 125.875,"[0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 2]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
123,126.0 to 126.875,"[2, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0]",9,cMinor,Piano Sonata K283 i G major.mid by Mozart.csv
124,127.0 to 127.75,"[1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
125,128.0 to 128.75,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 1]",4,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
126,129.0 to 129.75,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
127,130.0 to 130.75,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
128,131.0 to 131.875,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
129,132.0 to 132.75,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",3,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
130,133.0 to 133.75,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
131,134.0 to 134.875,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
132,135.0 to 135.5,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",0,gMinor,Piano Sonata K283 i G major.mid by Mozart.csv
133,136.0 to 136.5,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
134,137.0 to 137.5,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
135,138.0 to 138.5,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",8,dMinor,Piano Sonata K283 i G major.mid by Mozart.csv
136,139.0 to 139.5,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",0,cMinor,Piano Sonata K283 i G major.mid by Mozart.csv
137,140.0 to 140.5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
138,141.0 to 141.75,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",0,cMinor,Piano Sonata K283 i G major.mid by Mozart.csv
139,142.0 to 142.625,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0,cMinor,Piano Sonata K283 i G major.mid by Mozart.csv
140,143.0 to 143.75,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0]",4,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
141,144.0 to 144.75,"[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",0,gMinor,Piano Sonata K283 i G major.mid by Mozart.csv
142,145.0 to 145.75,"[0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",8,aMajor,Piano Sonata K283 i G major.mid by Mozart.csv
143,146.0 to 146.75,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",0,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
144,147.0 to 147.75,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",8,dMinor,Piano Sonata K283 i G major.mid by Mozart.csv
145,148.0 to 148.75,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0]",0,cMinor,Piano Sonata K283 i G major.mid by Mozart.csv
146,149.0 to 149.75,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",6,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
147,150.0 to 150.75,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",5,cMinor,Piano Sonata K283 i G major.mid by Mozart.csv
148,151.0 to 151.75,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
149,152.0 to 152.75,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
150,153.0 to 153.75,"[0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0]",3,e-Major,Piano Sonata K283 i G major.mid by Mozart.csv
151,154.0 to 154.75,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
152,155.0 to 155.75,"[1, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
153,156.0 to 156.75,"[0, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 1]",3,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
154,157.0 to 157.75,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
155,158.0 to 158.75,"[1, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
156,159.0 to 159.0,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
157,161.75 to 161.75,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,c#Major,Piano Sonata K283 i G major.mid by Mozart.csv
158,162.0 to 162.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
159,163.0 to 163.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
160,164.0 to 164.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
161,165.0 to 165.75,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,fMajor,Piano Sonata K283 i G major.mid by Mozart.csv
162,166.0 to 166.5,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
163,167.0 to 167.75,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",0,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
164,168.0 to 168.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
